,x,y,z
0,,,
1,,,
2,-0.058897364884614944,0.8394071459770203,0.5918466448783875
3,-0.06368575990200043,0.8360552787780762,0.5635950565338135
4,-0.0459686741232872,0.8413225412368774,0.5420472621917725
5,-0.05650315806269646,0.862391471862793,0.542526125907898
6,-0.05171475559473038,0.8552088737487793,0.5248090028762817
7,0.0004788403457496315,0.8255206942558289,0.5142744779586792
8,0.01867477223277092,0.8312667608261108,0.5420472621917725
9,0.001915361382998526,0.8437167406082153,0.5583277940750122
10,-0.015322891063988209,0.8240841627120972,0.563116192817688
11,-0.011013327166438103,0.8307879567146301,0.5827487111091614
12,-0.038307227194309235,0.8303090929985046,0.5353435277938843
13,-0.024420857429504395,0.8346187472343445,0.530076265335083
14,-0.009576806798577309,0.833182156085968,0.5477933287620544
15,-0.003351882565766573,0.8259995579719543,0.557370126247406
16,-0.026336219161748886,0.8255206942558289,0.5908889770507812
17,-0.03256114572286606,0.8465897440910339,0.5367799997329712
18,-0.02537853643298149,0.8456320762634277,0.49943047761917114
19,-0.043095629662275314,0.8513781428337097,0.49464207887649536
20,-0.029209261760115623,0.8317456245422363,0.5305551290512085
21,-0.05506663769483566,0.8346187472343445,0.5262455344200134
22,-0.0474051907658577,0.8384494781494141,0.5511451959609985
23,-0.0114921685308218,0.8422802090644836,0.5521029233932495
24,-0.03447650372982025,0.8389283418655396,0.5315127968788147
25,-0.03974374756217003,0.8327032923698425,0.5171476006507874
26,-0.03639186546206474,0.8394071459770203,0.5171476006507874
27,-0.024420857429504395,0.8446744084358215,0.5142744779586792
28,-0.031124621629714966,0.8432378768920898,0.5463567972183228
29,-0.019632454961538315,0.8461109399795532,0.5655104517936707
30,-0.022026654332876205,0.8528146743774414,0.5645527839660645
31,-0.008619125932455063,0.8532935380935669,0.545877993106842
32,-0.006703765131533146,0.8528146743774414,0.5238513350486755
33,-0.013407530263066292,0.8523358106613159,0.5334281325340271
34,-0.0229843370616436,0.8446744084358215,0.530076265335083
35,-0.030645782127976418,0.8475474119186401,0.5449203252792358
36,-0.004309562966227531,0.8513781428337097,0.5430049300193787
37,-0.029688101261854172,0.8422802090644836,0.5291185975074768
38,-0.04213795065879822,0.8389283418655396,0.5473145246505737
39,-0.043095629662275314,0.8355764150619507,0.5348646640777588
40,-0.033997662365436554,0.8403648138046265,0.518584132194519
41,-0.02346317656338215,0.8403648138046265,0.5257667303085327
42,-0.02825157903134823,0.8394071459770203,0.5315127968788147
43,-0.03687070682644844,0.840843677520752,0.5367799997329712
44,-0.03256114572286606,0.8403648138046265,0.5137956738471985
45,-0.03016694262623787,0.840843677520752,0.5204994678497314
46,-0.035434186458587646,0.8422802090644836,0.5506663918495178
47,-0.05027823522686958,0.8327032923698425,0.5473145246505737
48,-0.03208230063319206,0.8365341424942017,0.5434837937355042
